class	feature 1	feature 2	feature 3	feature 4	feature 5	feature 6	feature 7	feature 8	feature 9	feature 10	
2	0.905000	-1.271820	0.978478	-1.729328	0.725726	-1.686415	-0.927308	0.412479	-0.953590	-0.114542	
2	0.956014	0.346824	-0.799434	-2.676680	1.060191	-0.260155	0.184740	0.315076	-0.879262	-0.989491	
2	-0.768706	-0.615249	0.483988	-1.307136	-1.114121	-2.005368	-0.323425	0.337413	0.346869	0.620260	
2	2.491324	-0.838184	0.465238	-1.946409	-0.239728	0.429757	-2.069644	-0.795658	-0.198459	1.016438	
2	-0.153869	-1.848141	-2.467322	-0.656391	-1.881801	0.029375	-0.776909	0.534611	-0.415704	0.695156	
2	0.041459	-0.297123	-0.319555	-0.297236	-0.193394	0.330151	0.266268	1.191935	-1.713013	0.373819	
2	-1.504890	0.923285	-2.029149	-1.587965	-0.761954	-0.429231	1.077611	-1.628341	0.209935	-0.700198	
2	1.085012	1.686723	1.162026	-0.510592	0.427293	-1.871011	0.089024	0.362708	0.380413	-1.654917	
2	0.572049	0.547287	0.949120	-1.837088	0.452675	0.998168	0.145978	0.165358	-1.392689	-0.512620	
2	0.191929	-1.264371	1.485651	-2.005930	0.974889	-0.656059	-0.483140	0.301179	-0.201040	1.243462	
2	0.618327	-0.209591	2.044026	-2.946789	1.336935	0.180461	0.211255	-0.010722	-0.026028	0.619369	
2	0.865766	1.109798	0.080027	-1.955005	1.479238	0.955031	0.545705	0.396471	0.810840	-0.432874	
2	0.358524	0.511657	-0.527735	-0.086350	-1.996744	0.575455	-0.908649	-1.104663	-0.740498	-0.969284	
2	-2.529204	-0.615483	0.296050	-1.219944	0.036254	-0.829480	1.059693	0.499465	-0.640525	-1.048701	
2	-0.107627	0.236241	0.219985	-2.152772	-1.280669	-0.260465	-1.672367	0.194517	-0.815233	-0.904372	
2	-0.165975	0.908954	-0.166440	-2.105668	0.734945	-0.216537	-0.046122	-0.356880	-1.780541	-0.254156	
2	0.435371	-0.378134	-0.180877	-1.975677	-0.606838	0.995297	-0.232865	0.488547	0.064596	-0.390160	
2	-0.300743	-0.742481	-1.020640	-0.628549	-0.640683	1.291663	1.657959	-0.530931	0.312455	-0.810834	
2	0.144595	-0.800075	0.045718	-1.486656	-0.573029	-1.065421	-0.315105	-0.473925	-0.803662	-1.104572	
2	0.096597	0.522616	-1.350252	-1.312297	-0.915496	-1.019438	3.252811	0.453267	-0.954258	-0.069444	
2	-0.174700	0.500465	0.264089	-1.334394	-0.368054	0.131385	-0.275185	-0.434765	-1.179925	0.211962	
2	0.675104	-0.481371	0.618735	-1.611840	1.087906	-0.001204	-0.721573	-1.550393	-0.197798	-0.179085	
2	0.084941	-1.509149	0.670180	-3.142189	0.759296	0.202194	2.345928	-1.603903	1.065646	-1.844106	
2	0.877505	0.113664	0.899230	-0.135268	0.104975	-1.052519	-0.018623	-0.786824	-2.828128	-1.647043	
2	-0.594691	-0.264472	0.529052	-3.085665	-0.259580	-1.345230	-0.258052	1.867876	-2.267016	0.412139	
2	1.589647	0.084828	0.880452	-4.130466	-3.111382	-0.079279	0.146741	2.297223	1.038709	-0.365678	
2	-0.852597	1.425395	-0.012943	-1.947543	-0.627355	1.241627	-1.009365	-0.066853	-0.718465	-1.120800	
2	-0.288577	0.306195	-0.383264	-0.775310	0.351950	0.635671	-1.470567	-1.555217	-0.064093	2.398290	
2	-1.483939	-0.829566	1.395809	-1.531712	0.411682	-0.118784	-0.649204	0.005022	1.178235	1.097601	
2	-0.646824	2.146977	-1.844680	-1.763313	0.301632	-0.384562	0.070548	0.689971	1.523277	0.627919	
2	1.265155	-0.670525	-1.108924	-1.654753	-1.069142	-1.126322	1.151016	2.573331	0.030259	-0.016690	
2	0.473226	-0.490433	-0.796730	-1.110442	-0.096047	0.903834	1.221468	1.725748	0.657438	-0.142417	
2	-0.955856	0.554257	0.586665	-1.102952	-0.725172	0.858818	0.485867	-0.400784	0.188683	2.098823	
2	0.506044	-1.366696	-1.369805	-0.718245	1.202222	-0.166232	1.208433	-1.197863	0.473293	-0.928499	
2	-0.720194	0.140323	-0.044202	-2.256611	1.392753	0.389421	2.644885	-0.493117	-0.369685	0.833053	
2	-2.110295	-0.039547	0.501779	-2.446810	0.886341	0.273969	0.657194	-1.132553	-1.506498	0.524472	
2	-0.541388	2.062720	-0.334452	-0.674648	-0.135281	0.931503	0.972136	1.329302	0.568678	0.608842	
2	1.989192	1.251655	0.675660	-1.811973	0.640542	1.648390	-0.303389	-0.423613	0.625452	-0.086830	
2	0.215413	0.395722	0.636619	-2.201253	-0.883509	-1.766545	1.209477	-0.178415	-0.402748	1.803380	
2	-1.981906	-1.087070	2.386686	-2.649671	1.401556	-0.308435	-1.136420	-0.874682	-0.568864	1.092938	
2	0.711734	0.520623	-1.409161	-2.536491	0.772636	-0.080882	-0.333455	0.659606	-1.454219	-1.526086	
2	1.960874	-0.356600	-0.535588	-1.880032	-0.385837	-1.281593	-0.865975	-0.922963	-0.536844	0.316617	
2	-0.041662	-0.526254	0.979623	-0.931569	0.631864	-0.291445	-0.563153	0.726310	-0.598449	0.580706	
2	-0.150072	-1.859505	-0.150590	-2.597064	-0.070976	0.816249	2.009424	-0.997630	-0.376951	-0.173894	
2	0.606245	-2.290580	-0.255516	0.024858	0.604826	-0.760550	-0.206414	0.278662	1.648526	0.188722	
2	-0.831959	0.347073	-0.705862	-0.010829	-0.696478	-2.109223	-0.429742	-0.484088	0.353456	1.304217	
2	0.309508	0.450311	1.167217	-0.254133	0.244977	-1.023304	1.043727	0.739022	-0.403002	0.224214	
2	2.555304	-0.378019	0.772487	-1.395457	-0.681539	0.288610	-0.318059	-0.730034	0.297770	1.700195	
2	-0.879658	0.634884	0.873563	-1.925990	-1.337984	-0.765004	0.324033	-0.723276	0.292613	-0.904826	
2	0.074854	0.316729	0.199639	-0.449066	-0.685951	0.951276	0.557941	-1.003271	1.163939	-0.460825	
2	0.418194	-1.386555	-1.788527	-1.478025	-0.486424	-0.559975	-0.874605	-0.129309	0.866269	-0.263654	
2	0.447429	-1.228484	2.127554	-1.217938	0.758536	0.232274	-0.357464	-0.499239	0.994731	0.472922	
2	0.877937	1.177283	-0.798242	-0.433851	-1.071083	-0.598587	1.940129	-0.554633	0.163869	0.412917	
2	-0.207829	0.458148	0.558765	-3.276297	0.626499	0.634132	0.138589	0.933514	0.364719	0.938691	
2	-0.747894	-0.318116	1.593397	-0.341277	-0.918248	-1.645575	0.916651	1.293420	1.061693	0.603464	
2	-0.063207	-1.045882	0.150013	-2.010649	1.056499	1.647693	1.288994	-0.351109	0.088825	0.323229	
2	-1.937032	0.258709	-0.115245	-3.220689	0.086366	-0.219468	0.583170	1.912747	-1.560256	0.699794	
2	-0.218988	0.245571	0.713537	-1.769229	-0.144598	-0.138439	0.126985	0.847540	0.170877	1.340478	
2	2.231862	-1.852115	-0.342688	-2.421490	-1.203021	-1.430881	1.295954	1.729925	-0.941657	0.812606	
2	-0.564342	0.943009	-0.722389	-3.641931	2.595531	-0.001635	-1.272414	-1.006695	-0.075117	-1.632856	
2	0.370891	0.061107	-2.223891	-2.720884	1.988164	-0.070544	1.220836	-0.504286	-0.482199	-0.876720	
2	0.517648	0.334417	-0.208931	-1.229163	5.726277	-1.209746	-2.128142	0.936053	-0.691857	-1.927559	
2	0.407988	-1.320925	0.152947	-2.441668	1.938966	0.598621	-1.277511	0.667761	1.133026	1.885503	
2	0.078779	1.647234	1.512401	-3.511556	1.125711	2.019469	-0.432343	1.348107	-0.383664	-0.336601	
2	-0.648143	0.835945	0.694185	-1.609176	4.427172	1.194886	-0.086369	0.341456	-0.000242	-0.083636	
2	0.366165	-0.826004	1.040812	-2.604504	0.728630	-0.063162	-1.648684	0.363266	0.072493	-1.775526	
2	0.255221	-0.204088	-0.215344	-1.631102	2.540758	0.559744	0.785208	-0.319210	-1.429762	-0.773323	
2	0.174873	-0.616140	1.393535	-3.055251	2.059449	0.215001	-0.077123	-0.548827	1.167932	0.947297	
2	0.623255	0.416269	0.923687	-2.310517	4.367180	0.422039	-1.108378	0.644837	-0.147304	-1.076904	
2	-0.170135	0.807184	-0.346672	-3.906089	2.981537	-2.071630	-1.204629	0.187305	0.801071	1.748822	
2	-1.192450	0.368554	0.094793	-3.327123	1.341281	-0.909645	-0.971608	-0.036206	0.271476	-1.486160	
2	-0.770286	0.473155	-1.454646	-1.803376	3.022803	-0.285275	-0.845661	0.501415	1.129127	-1.240467	
2	0.713170	0.535826	-0.863434	-1.966942	3.913117	0.636349	-0.127967	-0.752009	-0.741573	0.429935	
2	1.050440	-1.080536	0.357808	-1.302474	5.161860	0.366233	-0.054686	-1.007516	-1.718975	-1.521603	
2	-0.635685	0.712850	-0.811692	-1.993846	6.075755	-0.102437	-0.592531	0.661686	-0.514100	-2.471894	
2	-1.350060	-0.871754	-0.202853	-2.320308	3.516884	-2.167238	-0.085599	0.284979	-0.639127	0.499632	
2	-1.033007	0.615363	1.230359	-1.770413	4.537433	-1.430272	-0.654926	-1.758773	-1.214594	-1.199208	
2	1.031223	-1.094351	-0.695252	-1.701496	3.372259	1.343593	0.178642	-0.745647	1.140758	-0.504239	
2	0.937095	1.099911	-0.113325	-1.370253	3.140971	0.138047	1.565664	-2.001079	0.938195	-0.485535	
2	0.803127	0.420177	-1.076220	-0.917658	4.714679	0.017499	0.870590	0.684806	0.823666	1.238892	
2	0.993043	0.792477	0.734531	-1.743653	4.020734	-0.338495	-0.413708	0.466502	-1.816761	0.153042	
2	-0.029103	-0.675044	0.554639	-2.654202	2.041065	2.915345	0.147100	0.152970	-1.734571	0.056580	
2	0.161311	0.784728	-1.502240	-3.827477	2.845872	-0.686935	-0.161429	0.484474	1.557545	0.182973	
2	0.734093	-0.752558	-0.862196	-3.162488	3.757461	-0.142364	-0.431909	-0.667470	0.081168	-2.053033	
2	0.941675	-0.373105	-0.554897	-3.320869	2.581914	0.538762	-0.317044	-0.475352	0.523605	-0.612792	
2	2.603713	-0.270689	-2.648131	-3.063303	3.816072	1.328223	1.123678	0.049225	-0.342813	0.064905	
2	-0.983196	0.511243	-1.268233	-1.034937	3.933153	-0.131040	-0.551644	1.071237	-1.714676	-0.378266	
2	0.114703	1.279740	-0.787267	-3.418385	0.738576	0.970132	0.192383	0.549185	-0.055943	-0.702212	
2	0.449005	-0.234140	0.551005	-1.831468	2.379440	0.998571	0.622901	-0.054762	-0.265925	0.114693	
2	-1.181138	-0.206578	-0.228465	-3.984326	1.922394	0.262851	-1.044433	1.121778	2.681821	-2.525629	
2	-1.514713	0.308348	-1.136848	-2.801619	2.352425	-1.318335	-1.522771	-0.046278	-1.154733	-2.097838	
2	0.166366	-0.672757	-0.259884	-2.583297	3.362626	0.806470	0.778501	-0.592196	-0.383351	-0.233038	
2	-0.720212	1.454995	0.743121	-3.062518	3.518131	0.104344	0.390013	0.907440	-0.966477	-1.776972	
2	-0.000076	1.054537	-0.131666	-1.486582	4.554643	1.556702	-0.539595	0.315237	1.983377	-0.616197	
2	-0.973902	0.942365	-1.318654	-2.832989	3.271896	-0.841786	1.142219	-1.099696	0.706824	-0.500826	
2	-0.099568	-0.463781	3.007128	-1.261426	2.541540	-0.003484	0.320172	-1.093002	-1.217361	-0.343882	
2	0.103440	-1.584223	0.246757	-3.166338	1.808472	-0.505063	-0.411729	-0.731668	0.321609	0.280101	
2	-2.265550	-0.864633	1.517018	-3.687523	1.588556	-1.845123	-0.445760	0.903941	-1.288731	0.070789	
2	0.774755	0.425621	2.692658	-1.892974	5.152215	-1.052527	-0.507163	0.602308	-0.319195	0.802853	
2	-2.058687	-0.637779	1.244519	-0.605580	5.083282	-1.962836	-1.105346	0.055552	3.037948	-0.160902	
2	0.260788	0.310884	-0.112915	-1.161645	2.764894	1.696867	2.759631	-0.178747	0.338209	1.086572	
2	0.022192	-0.674707	-2.049546	-1.424661	5.719151	0.242644	-2.295976	0.192818	-1.076947	0.817981	
2	0.236799	0.201763	-1.535423	-1.851087	4.144177	0.602697	0.276002	1.350439	0.235743	0.216420	
2	1.557238	-0.186570	-0.467795	-0.816115	4.699641	0.206772	0.005712	0.753070	-0.673034	1.937740	
2	-1.574182	0.393777	0.149109	-1.126554	3.890259	1.123258	-1.294668	-0.536407	-1.021967	-0.098795	
2	-0.702165	-1.666628	1.821361	-2.815165	3.895704	1.519756	-0.147223	-0.184125	-0.929518	0.494057	
2	-0.778990	1.317298	2.398203	-2.356491	2.299195	-0.406145	0.393961	0.535092	0.116332	0.115479	
2	1.584747	-0.198437	0.857913	-3.383123	4.308555	-0.966166	1.036928	-0.378492	0.774944	1.318135	
2	1.344815	0.384417	-1.253115	-2.652941	2.665222	1.108818	0.113941	1.125309	-0.072376	-1.298121	
2	0.723150	1.859175	-0.196446	-1.707581	2.821001	2.253282	0.587377	0.351729	-1.293018	-0.899314	
2	-1.591311	0.010939	2.233922	-2.092057	2.054847	-0.219884	1.769342	1.434632	-0.761381	-0.312467	
2	-0.470575	1.146321	0.022945	-3.515902	1.671090	-0.761083	-0.109969	-0.238642	1.772647	-0.132419	
2	0.537133	-0.327888	-0.064151	-1.247520	4.300964	0.334482	-0.578599	-0.403527	-0.655937	-0.186288	
2	0.360417	1.026113	-0.985280	-1.495159	3.623473	-0.944112	-1.443195	1.998857	-0.454884	-0.492723	
2	-0.663692	0.465261	0.342395	-1.324664	3.463391	-0.779866	0.857609	-1.574909	1.255769	-0.853621	
2	1.541366	0.008680	-0.543653	-2.183422	3.884169	0.678448	-0.514071	-0.750310	-1.328328	-1.527385	
2	-0.589622	-0.284298	0.435196	-1.528522	3.198463	-0.219965	1.436534	0.835664	0.705228	-1.622140	
2	0.395951	0.553834	1.136749	-1.987031	3.789233	0.528648	0.072891	1.298757	-0.436964	0.780214	
2	2.044501	-0.936957	1.765726	-1.949132	3.285283	-0.503807	-0.135770	-1.171975	-0.724630	-2.092989	
2	1.772736	-0.914923	-0.016749	-2.562630	3.571910	0.587419	-0.568641	0.817476	0.964353	0.306993	
2	-0.200510	0.980490	2.460870	-2.868608	1.072548	0.344050	-0.520249	0.804909	0.140702	0.068069	
2	0.772324	0.658101	1.807972	-3.865484	2.594552	0.519554	-1.273909	1.329768	0.330141	0.462372	
2	1.720004	0.567545	-0.846419	-2.622394	1.847175	1.177197	0.605340	0.772885	0.336462	-1.072887	
2	-0.972107	-0.389270	1.667221	-3.148289	1.500514	0.875216	-0.423807	0.357160	0.216629	0.240065	
2	0.985598	0.010686	0.487331	-3.230245	3.282324	-1.544049	0.645174	-0.807541	-0.855234	0.007212	
2	1.908854	-1.462815	-0.918465	-2.859122	4.366067	1.828845	-1.705542	1.303619	-1.158545	0.823329	
2	1.031662	-1.304928	1.270540	-2.086115	2.992814	-1.245337	0.347560	0.738581	0.523715	-0.604927	
2	1.265826	0.414497	0.949204	-3.870391	1.841312	-1.768016	-0.922283	-0.926590	-0.543721	1.860644	
2	0.001464	-1.073104	0.590846	-2.318710	1.983573	0.959165	-1.578066	0.643750	1.675651	1.070211	
2	-1.313384	0.136715	0.105480	-2.820497	1.069018	-0.782674	-0.237061	-0.739055	-0.296326	0.186895	
2	-0.742586	-1.558176	-1.074819	-4.230503	2.443848	-1.899380	0.621061	-1.323233	0.380959	0.028363	
2	1.584562	-0.446446	2.407859	-4.945194	1.303946	-0.043281	1.040828	-0.436592	1.877485	-0.946674	
2	0.073719	-0.938700	1.294186	-1.605765	3.859655	1.843486	1.243599	0.050238	-0.046345	0.607992	
2	0.846471	0.556328	1.701452	-2.939054	2.043368	0.897754	-0.381641	1.183366	0.356456	0.545809	
2	-1.037845	0.009399	0.490857	-1.837789	2.419977	0.694998	-0.967439	-0.220218	-0.192190	0.851815	
2	-1.814753	0.272346	-0.407742	-2.224145	2.718790	-1.070517	3.058692	0.122053	1.531177	-0.017914	
2	-2.097081	-1.146035	1.190992	-3.051371	3.943523	-0.807920	-0.554103	0.348741	0.255708	0.907610	
2	0.285519	-1.188314	-1.380122	-1.679462	3.580716	0.924598	-0.710407	-1.168052	1.164394	-0.608306	
2	-2.179006	-1.257798	0.458444	-1.681341	4.388231	1.329246	0.478487	-0.295353	-0.358588	-1.561980	
2	1.455232	1.070831	-0.722710	-2.340210	3.254212	1.116126	-1.082740	-0.332777	-1.612677	-1.019017	
2	1.165607	0.602976	0.030504	-1.506375	2.657969	0.557724	-0.671803	-0.721972	-0.030457	1.479172	
2	0.307951	0.187841	0.666316	-2.119698	1.669071	-1.022396	-1.538020	-1.193007	1.202620	0.646014	
2	1.047086	-0.788888	0.932729	-1.760130	4.790689	-0.185415	-0.201039	-1.107169	0.755243	-1.248464	
2	-0.106908	-1.075719	-0.351885	-3.656571	2.066118	1.234641	-1.133718	-0.337761	-0.224239	-0.246669	
2	-1.835721	0.991303	-0.296700	-1.425182	6.922039	1.415991	0.391487	-0.651490	-0.002978	0.337816	
2	-0.126129	0.496759	-2.515148	-4.242244	1.107993	0.404428	0.189846	1.459951	-0.931374	-0.268447	
2	-0.678049	-1.097918	-1.474072	-2.988818	3.162287	0.113995	-0.723717	-0.715620	0.703002	1.573972	
2	1.265040	1.648579	2.069917	-1.888493	3.758417	0.351412	-0.386292	0.026082	-0.811710	-0.049935	
2	0.348143	-1.764064	0.356384	-2.959946	1.892079	-0.468491	-0.574924	-0.373487	0.332198	-0.319025	
2	0.413490	0.325489	0.555368	-2.034096	2.649424	0.866088	0.169873	1.587168	-1.132709	-0.558562	
2	-0.374514	0.674877	-1.269589	-1.933341	2.560581	0.235637	-0.659602	1.443918	0.088528	-0.439119	
2	-0.894252	0.153405	-0.406723	-3.133499	3.378961	0.481979	0.272937	-0.560605	1.579717	-0.115531	
2	0.280353	-0.964803	-2.020418	-1.717692	3.224114	-0.138779	-0.853548	0.721177	0.121039	-2.043855	
2	-0.438256	0.253318	-1.602109	-2.233521	2.297323	0.330294	0.590226	-0.644494	0.408679	0.865547	
2	1.392548	-0.211840	-1.539996	-2.456755	2.868404	-0.609748	-0.166275	0.916462	-0.271898	-0.167498	
2	-0.367377	0.201963	-1.910490	-1.570955	3.252110	1.624813	-2.060035	2.163341	-1.260101	1.644352	
2	-0.795427	-0.315030	-1.397318	-2.680608	2.705920	-0.268765	0.191932	-0.353280	1.288353	1.133450	
2	-0.218398	0.513718	-1.250968	-3.514758	0.117383	0.719451	0.950641	-0.782073	1.491254	-1.163395	
2	1.081998	-0.501509	-0.794577	-1.891788	2.412205	-1.943380	1.271635	-1.208110	0.346858	0.561956	
